  #K-Path    Energy        Ga        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    4.165  -32.9726     0.000     0.985     0.000
    4.124  -32.9729     0.000     0.985     0.000
    4.082  -32.9735     0.000     0.984     0.000
    4.040  -32.9743     0.000     0.985     0.000
    3.999  -32.9698     0.000     0.979     0.000
    3.957  -32.9624     0.000     0.978     0.000
    3.915  -32.9540     0.000     0.979     0.000
    3.874  -32.9444     0.000     0.979     0.000
    3.832  -32.9338     0.000     0.980     0.000
    3.790  -32.9224     0.000     0.980     0.000
    3.748  -32.9102     0.000     0.980     0.000
    3.707  -32.8975     0.000     0.981     0.000
    3.665  -32.8845     0.000     0.982     0.000
    3.623  -32.8715     0.000     0.982     0.000
    3.582  -32.8590     0.000     0.982     0.000
    3.540  -32.8492     0.000     0.984     0.000
    3.498  -32.8495     0.000     0.983     0.000
    3.456  -32.8498     0.000     0.982     0.000
    3.415  -32.8488     0.000     0.982     0.000
    3.415  -32.8488     0.000     0.982     0.000
    3.385  -32.8498     0.000     0.983     0.000
    3.356  -32.8497     0.000     0.983     0.000
    3.326  -32.8495     0.000     0.983     0.000
    3.297  -32.8493     0.000     0.983     0.000
    3.267  -32.8490     0.000     0.983     0.000
    3.238  -32.8486     0.000     0.983     0.000
    3.208  -32.8482     0.000     0.983     0.000
    3.179  -32.8478     0.000     0.983     0.000
    3.149  -32.8473     0.000     0.983     0.000
    3.120  -32.8469     0.000     0.983     0.000
    3.090  -32.8465     0.000     0.983     0.000
    3.061  -32.8461     0.000     0.984     0.000
    3.031  -32.8457     0.000     0.984     0.000
    3.002  -32.8454     0.000     0.982     0.000
    2.972  -32.8457     0.000     0.982     0.000
    2.943  -32.8459     0.000     0.982     0.000
    2.913  -32.8460     0.000     0.982     0.000
    2.884  -32.8461     0.000     0.982     0.000
    2.854  -32.8462     0.000     0.983     0.000
    2.854  -32.8462     0.000     0.983     0.000
    2.825  -32.8569     0.000     0.982     0.000
    2.796  -32.8444     0.000     0.983     0.000
    2.766  -32.8444     0.000     0.984     0.000
    2.737  -32.8526     0.000     0.982     0.000
    2.707  -32.8643     0.000     0.982     0.000
    2.678  -32.8773     0.000     0.981     0.000
    2.648  -32.8908     0.000     0.981     0.000
    2.619  -32.9042     0.000     0.981     0.000
    2.589  -32.9172     0.000     0.980     0.000
    2.560  -32.9294     0.000     0.980     0.000
    2.530  -32.9408     0.000     0.978     0.000
    2.501  -32.9512     0.000     0.979     0.000
    2.471  -32.9603     0.000     0.978     0.000
    2.442  -32.9683     0.000     0.978     0.000
    2.412  -32.9734     0.000     0.985     0.000
    2.383  -32.9730     0.000     0.985     0.000
    2.353  -32.9727     0.000     0.985     0.000
    2.324  -32.9725     0.000     0.986     0.000
    2.294  -32.9724     0.000     0.984     0.000
    2.294  -32.9724     0.000     0.984     0.000
    2.274  -32.9724     0.000     0.984     0.000
    2.254  -32.9725     0.000     0.984     0.000
    2.234  -32.9725     0.000     0.984     0.000
    2.214  -32.9725     0.000     0.984     0.000
    2.194  -32.9725     0.000     0.984     0.000
    2.174  -32.9725     0.000     0.984     0.000
    2.154  -32.9725     0.000     0.984     0.000
    2.134  -32.9725     0.000     0.985     0.000
    2.114  -32.9725     0.000     0.985     0.000
    2.094  -32.9725     0.000     0.986     0.000
    2.073  -32.9725     0.000     0.986     0.000
    2.053  -32.9725     0.000     0.986     0.000
    2.033  -32.9726     0.000     0.986     0.000
    2.013  -32.9726     0.000     0.986     0.000
    1.993  -32.9726     0.000     0.985     0.000
    1.973  -32.9726     0.000     0.985     0.000
    1.953  -32.9726     0.000     0.985     0.000
    1.933  -32.9726     0.000     0.985     0.000
    1.913  -32.9726     0.000     0.985     0.000
    1.913  -32.9726     0.000     0.985     0.000
    1.871  -32.9727     0.000     0.984     0.000
    1.830  -32.9731     0.000     0.986     0.000
    1.788  -32.9737     0.000     0.985     0.000
    1.746  -32.9745     0.000     0.985     0.000
    1.704  -32.9697     0.000     0.979     0.000
    1.663  -32.9624     0.000     0.978     0.000
    1.621  -32.9540     0.000     0.979     0.000
    1.579  -32.9444     0.000     0.979     0.000
    1.538  -32.9338     0.000     0.980     0.000
    1.496  -32.9224     0.000     0.980     0.000
    1.454  -32.9102     0.000     0.980     0.000
    1.413  -32.8975     0.000     0.981     0.000
    1.371  -32.8845     0.000     0.982     0.000
    1.329  -32.8715     0.000     0.981     0.000
    1.287  -32.8590     0.000     0.982     0.000
    1.246  -32.8492     0.000     0.984     0.000
    1.204  -32.8495     0.000     0.983     0.000
    1.162  -32.8498     0.000     0.983     0.000
    1.121  -32.8488     0.000     0.982     0.000
    1.121  -32.8488     0.000     0.982     0.000
    1.091  -32.8498     0.000     0.983     0.000
    1.062  -32.8497     0.000     0.983     0.000
    1.032  -32.8495     0.000     0.983     0.000
    1.003  -32.8493     0.000     0.983     0.000
    0.973  -32.8490     0.000     0.983     0.000
    0.944  -32.8486     0.000     0.983     0.000
    0.914  -32.8482     0.000     0.983     0.000
    0.885  -32.8478     0.000     0.983     0.000
    0.855  -32.8473     0.000     0.983     0.000
    0.826  -32.8469     0.000     0.983     0.000
    0.796  -32.8465     0.000     0.983     0.000
    0.767  -32.8461     0.000     0.984     0.000
    0.737  -32.8457     0.000     0.984     0.000
    0.708  -32.8454     0.000     0.982     0.000
    0.678  -32.8456     0.000     0.982     0.000
    0.649  -32.8459     0.000     0.982     0.000
    0.619  -32.8460     0.000     0.982     0.000
    0.590  -32.8461     0.000     0.982     0.000
    0.560  -32.8462     0.000     0.983     0.000
    0.560  -32.8462     0.000     0.983     0.000
    0.531  -32.8569     0.000     0.982     0.000
    0.501  -32.8444     0.000     0.983     0.000
    0.472  -32.8444     0.000     0.984     0.000
    0.442  -32.8526     0.000     0.982     0.000
    0.413  -32.8643     0.000     0.982     0.000
    0.383  -32.8773     0.000     0.981     0.000
    0.354  -32.8908     0.000     0.981     0.000
    0.324  -32.9042     0.000     0.981     0.000
    0.295  -32.9172     0.000     0.980     0.000
    0.265  -32.9294     0.000     0.980     0.000
    0.236  -32.9408     0.000     0.978     0.000
    0.206  -32.9512     0.000     0.978     0.000
    0.177  -32.9603     0.000     0.978     0.000
    0.147  -32.9683     0.000     0.978     0.000
    0.118  -32.9735     0.000     0.984     0.000
    0.088  -32.9731     0.000     0.985     0.000
    0.059  -32.9728     0.000     0.985     0.000
    0.029  -32.9727     0.000     0.984     0.000
    0.000  -32.9726     0.000     0.985     0.000
 
# Band-Index:   21
    0.000  -32.8423     0.000     0.984     0.000
    0.029  -32.8423     0.000     0.983     0.000
    0.059  -32.8424     0.000     0.983     0.000
    0.088  -32.8425     0.000     0.983     0.000
    0.118  -32.8426     0.000     0.984     0.000
    0.147  -32.8427     0.000     0.983     0.000
    0.177  -32.8429     0.000     0.983     0.000
    0.206  -32.8430     0.000     0.984     0.000
    0.236  -32.8432     0.000     0.984     0.000
    0.265  -32.8434     0.000     0.984     0.000
    0.295  -32.8436     0.000     0.983     0.000
    0.324  -32.8438     0.000     0.984     0.000
    0.354  -32.8439     0.000     0.983     0.000
    0.383  -32.8441     0.000     0.983     0.000
    0.413  -32.8442     0.000     0.983     0.000
    0.442  -32.8443     0.000     0.984     0.000
    0.472  -32.8433     0.000     0.983     0.000
    0.501  -32.8387     0.000     0.985     0.000
    0.531  -32.8445     0.000     0.983     0.000
    0.560  -32.8447     0.000     0.981     0.000
    0.560  -32.8447     0.000     0.981     0.000
    0.590  -32.8447     0.000     0.982     0.000
    0.619  -32.8446     0.000     0.984     0.000
    0.649  -32.8448     0.000     0.983     0.000
    0.678  -32.8450     0.000     0.984     0.000
    0.708  -32.8453     0.000     0.983     0.000
    0.737  -32.8451     0.000     0.983     0.000
    0.767  -32.8447     0.000     0.983     0.000
    0.796  -32.8443     0.000     0.983     0.000
    0.826  -32.8439     0.000     0.983     0.000
    0.855  -32.8435     0.000     0.982     0.000
    0.885  -32.8430     0.000     0.983     0.000
    0.914  -32.8426     0.000     0.983     0.000
    0.944  -32.8421     0.000     0.983     0.000
    0.973  -32.8416     0.000     0.982     0.000
    1.003  -32.8410     0.000     0.983     0.000
    1.032  -32.8402     0.000     0.983     0.000
    1.062  -32.8392     0.000     0.985     0.000
    1.091  -32.8454     0.000     0.982     0.000
    1.121  -32.8441     0.000     0.982     0.000
    1.121  -32.8441     0.000     0.982     0.000
    1.162  -32.8464     0.000     0.981     0.000
    1.204  -32.8442     0.000     0.984     0.000
    1.246  -32.8476     0.000     0.982     0.000
    1.287  -32.8487     0.000     0.983     0.000
    1.329  -32.8482     0.000     0.983     0.000
    1.371  -32.8476     0.000     0.984     0.000
    1.413  -32.8469     0.000     0.983     0.000
    1.454  -32.8463     0.000     0.983     0.000
    1.496  -32.8456     0.000     0.984     0.000
    1.538  -32.8450     0.000     0.982     0.000
    1.579  -32.8445     0.000     0.983     0.000
    1.621  -32.8440     0.000     0.983     0.000
    1.663  -32.8435     0.000     0.984     0.000
    1.704  -32.8432     0.000     0.984     0.000
    1.746  -32.8429     0.000     0.984     0.000
    1.788  -32.8426     0.000     0.984     0.000
    1.830  -32.8425     0.000     0.983     0.000
    1.871  -32.8423     0.000     0.984     0.000
    1.913  -32.8423     0.000     0.984     0.000
    1.913  -32.8423     0.000     0.984     0.000
    1.933  -32.8423     0.000     0.984     0.000
    1.953  -32.8423     0.000     0.984     0.000
    1.973  -32.8423     0.000     0.984     0.000
    1.993  -32.8423     0.000     0.984     0.000
    2.013  -32.8423     0.000     0.984     0.000
    2.033  -32.8423     0.000     0.984     0.000
    2.053  -32.8423     0.000     0.984     0.000
    2.073  -32.8423     0.000     0.984     0.000
    2.094  -32.8423     0.000     0.983     0.000
    2.114  -32.8423     0.000     0.984     0.000
    2.134  -32.8423     0.000     0.984     0.000
    2.154  -32.8423     0.000     0.984     0.000
    2.174  -32.8423     0.000     0.984     0.000
    2.194  -32.8423     0.000     0.984     0.000
    2.214  -32.8423     0.000     0.984     0.000
    2.234  -32.8423     0.000     0.984     0.000
    2.254  -32.8423     0.000     0.984     0.000
    2.274  -32.8423     0.000     0.984     0.000
    2.294  -32.8423     0.000     0.984     0.000
    2.294  -32.8423     0.000     0.984     0.000
    2.324  -32.8423     0.000     0.985     0.000
    2.353  -32.8424     0.000     0.983     0.000
    2.383  -32.8425     0.000     0.983     0.000
    2.412  -32.8426     0.000     0.984     0.000
    2.442  -32.8427     0.000     0.984     0.000
    2.471  -32.8429     0.000     0.983     0.000
    2.501  -32.8431     0.000     0.983     0.000
    2.530  -32.8432     0.000     0.984     0.000
    2.560  -32.8434     0.000     0.984     0.000
    2.589  -32.8436     0.000     0.984     0.000
    2.619  -32.8438     0.000     0.983     0.000
    2.648  -32.8439     0.000     0.983     0.000
    2.678  -32.8441     0.000     0.983     0.000
    2.707  -32.8442     0.000     0.983     0.000
    2.737  -32.8443     0.000     0.984     0.000
    2.766  -32.8433     0.000     0.983     0.000
    2.796  -32.8385     0.000     0.985     0.000
    2.825  -32.8445     0.000     0.983     0.000
    2.854  -32.8448     0.000     0.982     0.000
    2.854  -32.8448     0.000     0.982     0.000
    2.884  -32.8447     0.000     0.982     0.000
    2.913  -32.8446     0.000     0.984     0.000
    2.943  -32.8448     0.000     0.983     0.000
    2.972  -32.8450     0.000     0.984     0.000
    3.002  -32.8453     0.000     0.983     0.000
    3.031  -32.8451     0.000     0.983     0.000
    3.061  -32.8447     0.000     0.983     0.000
    3.090  -32.8443     0.000     0.983     0.000
    3.120  -32.8439     0.000     0.983     0.000
    3.149  -32.8435     0.000     0.982     0.000
    3.179  -32.8430     0.000     0.983     0.000
    3.208  -32.8426     0.000     0.983     0.000
    3.238  -32.8421     0.000     0.983     0.000
    3.267  -32.8416     0.000     0.982     0.000
    3.297  -32.8410     0.000     0.983     0.000
    3.326  -32.8402     0.000     0.983     0.000
    3.356  -32.8392     0.000     0.985     0.000
    3.385  -32.8454     0.000     0.982     0.000
    3.415  -32.8442     0.000     0.982     0.000
    3.415  -32.8442     0.000     0.982     0.000
    3.456  -32.8464     0.000     0.981     0.000
    3.498  -32.8442     0.000     0.984     0.000
    3.540  -32.8476     0.000     0.982     0.000
    3.582  -32.8487     0.000     0.983     0.000
    3.623  -32.8482     0.000     0.982     0.000
    3.665  -32.8476     0.000     0.984     0.000
    3.707  -32.8469     0.000     0.983     0.000
    3.748  -32.8463     0.000     0.984     0.000
    3.790  -32.8456     0.000     0.984     0.000
    3.832  -32.8451     0.000     0.983     0.000
    3.874  -32.8445     0.000     0.983     0.000
    3.915  -32.8440     0.000     0.982     0.000
    3.957  -32.8436     0.000     0.982     0.000
    3.999  -32.8432     0.000     0.984     0.000
    4.040  -32.8429     0.000     0.984     0.000
    4.082  -32.8426     0.000     0.984     0.000
    4.124  -32.8425     0.000     0.984     0.000
    4.165  -32.8424     0.000     0.984     0.000
    4.207  -32.8423     0.000     0.984     0.000
    4.207  -32.8447     0.000     0.981     0.000
    4.227  -32.8447     0.000     0.981     0.000
    4.247  -32.8447     0.000     0.981     0.000
    4.267  -32.8448     0.000     0.981     0.000
    4.287  -32.8448     0.000     0.981     0.000
    4.307  -32.8448     0.000     0.981     0.000
    4.328  -32.8448     0.000     0.981     0.000
    4.348  -32.8448     0.000     0.981     0.000
    4.368  -32.8448     0.000     0.981     0.000
    4.388  -32.8448     0.000     0.982     0.000
    4.408  -32.8448     0.000     0.982     0.000
    4.428  -32.8448     0.000     0.982     0.000
    4.448  -32.8448     0.000     0.982     0.000
    4.468  -32.8448     0.000     0.982     0.000
    4.488  -32.8448     0.000     0.982     0.000
    4.508  -32.8448     0.000     0.982     0.000
    4.528  -32.8448     0.000     0.982     0.000
    4.548  -32.8448     0.000     0.982     0.000
    4.568  -32.8448     0.000     0.982     0.000
    4.588  -32.8448     0.000     0.982     0.000
    4.588  -32.8441     0.000     0.982     0.000
    4.608  -32.8442     0.000     0.982     0.000
    4.628  -32.8442     0.000     0.982     0.000
    4.649  -32.8442     0.000     0.982     0.000
    4.669  -32.8442     0.000     0.982     0.000
    4.689  -32.8442     0.000     0.982     0.000
    4.709  -32.8442     0.000     0.982     0.000
    4.729  -32.8442     0.000     0.982     0.000
    4.749  -32.8442     0.000     0.982     0.000
    4.769  -32.8442     0.000     0.982     0.000
    4.789  -32.8442     0.000     0.982     0.000
    4.809  -32.8442     0.000     0.982     0.000
    4.829  -32.8442     0.000     0.982     0.000
    4.849  -32.8442     0.000     0.982     0.000
    4.869  -32.8442     0.000     0.982     0.000
    4.889  -32.8442     0.000     0.982     0.000
    4.909  -32.8442     0.000     0.982     0.000
    4.929  -32.8442     0.000     0.982     0.000
    4.949  -32.8442     0.000     0.982     0.000
    4.970  -32.8442     0.000     0.982     0.000
 
# Band-Index:   22
    4.970  -32.8336     0.000     0.984     0.000
    4.949  -32.8336     0.000     0.984     0.000
    4.929  -32.8336     0.000     0.984     0.000
    4.909  -32.8336     0.000     0.984     0.000
    4.889  -32.8336     0.000     0.984     0.000
    4.869  -32.8336     0.000     0.984     0.000
    4.849  -32.8336     0.000     0.984     0.000
    4.829  -32.8336     0.000     0.984     0.000
    4.809  -32.8336     0.000     0.984     0.000
    4.789  -32.8336     0.000     0.984     0.000
    4.769  -32.8336     0.000     0.984     0.000
    4.749  -32.8336     0.000     0.984     0.000
    4.729  -32.8336     0.000     0.984     0.000
    4.709  -32.8336     0.000     0.984     0.000
    4.689  -32.8336     0.000     0.984     0.000
    4.669  -32.8336     0.000     0.984     0.000
    4.649  -32.8336     0.000     0.984     0.000
    4.628  -32.8336     0.000     0.984     0.000
    4.608  -32.8336     0.000     0.984     0.000
    4.588  -32.8336     0.000     0.984     0.000
    4.588  -32.8445     0.000     0.984     0.000
    4.568  -32.8445     0.000     0.984     0.000
    4.548  -32.8445     0.000     0.984     0.000
    4.528  -32.8445     0.000     0.984     0.000
    4.508  -32.8445     0.000     0.984     0.000
    4.488  -32.8445     0.000     0.984     0.000
    4.468  -32.8445     0.000     0.984     0.000
    4.448  -32.8445     0.000     0.984     0.000
    4.428  -32.8445     0.000     0.984     0.000
    4.408  -32.8445     0.000     0.984     0.000
    4.388  -32.8445     0.000     0.984     0.000
    4.368  -32.8445     0.000     0.984     0.000
    4.348  -32.8445     0.000     0.984     0.000
    4.328  -32.8445     0.000     0.984     0.000
    4.307  -32.8445     0.000     0.984     0.000
    4.287  -32.8445     0.000     0.984     0.000
    4.267  -32.8445     0.000     0.984     0.000
    4.247  -32.8445     0.000     0.984     0.000
    4.227  -32.8445     0.000     0.984     0.000
    4.207  -32.8445     0.000     0.984     0.000
    4.207  -32.8158     0.000     0.983     0.000
    4.165  -32.8159     0.000     0.984     0.000
    4.124  -32.8162     0.000     0.985     0.000
    4.082  -32.8166     0.000     0.983     0.000
    4.040  -32.8171     0.000     0.984     0.000
    3.999  -32.8178     0.000     0.984     0.000
    3.957  -32.8186     0.000     0.984     0.000
    3.915  -32.8195     0.000     0.985     0.000
    3.874  -32.8204     0.000     0.984     0.000
    3.832  -32.8214     0.000     0.983     0.000
    3.790  -32.8224     0.000     0.984     0.000
    3.748  -32.8233     0.000     0.984     0.000
    3.707  -32.8242     0.000     0.982     0.000
    3.665  -32.8250     0.000     0.983     0.000
    3.623  -32.8257     0.000     0.982     0.000
    3.582  -32.8263     0.000     0.983     0.000
    3.540  -32.8268     0.000     0.982     0.000
    3.498  -32.8381     0.000     0.984     0.000
    3.456  -32.8381     0.000     0.983     0.000
    3.415  -32.8336     0.000     0.984     0.000
    3.415  -32.8336     0.000     0.984     0.000
    3.385  -32.8356     0.000     0.983     0.000
    3.356  -32.8385     0.000     0.983     0.000
    3.326  -32.8350     0.000     0.983     0.000
    3.297  -32.8363     0.000     0.984     0.000
    3.267  -32.8373     0.000     0.983     0.000
    3.238  -32.8381     0.000     0.983     0.000
    3.208  -32.8389     0.000     0.983     0.000
    3.179  -32.8396     0.000     0.982     0.000
    3.149  -32.8404     0.000     0.982     0.000
    3.120  -32.8411     0.000     0.982     0.000
    3.090  -32.8418     0.000     0.982     0.000
    3.061  -32.8424     0.000     0.982     0.000
    3.031  -32.8430     0.000     0.983     0.000
    3.002  -32.8435     0.000     0.982     0.000
    2.972  -32.8440     0.000     0.982     0.000
    2.943  -32.8443     0.000     0.982     0.000
    2.913  -32.8446     0.000     0.982     0.000
    2.884  -32.8445     0.000     0.983     0.000
    2.854  -32.8445     0.000     0.984     0.000
    2.854  -32.8445     0.000     0.984     0.000
    2.825  -32.8388     0.000     0.983     0.000
    2.796  -32.8382     0.000     0.984     0.000
    2.766  -32.8221     0.000     0.982     0.000
    2.737  -32.8217     0.000     0.983     0.000
    2.707  -32.8213     0.000     0.983     0.000
    2.678  -32.8209     0.000     0.984     0.000
    2.648  -32.8204     0.000     0.983     0.000
    2.619  -32.8199     0.000     0.984     0.000
    2.589  -32.8193     0.000     0.983     0.000
    2.560  -32.8188     0.000     0.984     0.000
    2.530  -32.8182     0.000     0.983     0.000
    2.501  -32.8177     0.000     0.985     0.000
    2.471  -32.8173     0.000     0.985     0.000
    2.442  -32.8168     0.000     0.984     0.000
    2.412  -32.8165     0.000     0.985     0.000
    2.383  -32.8162     0.000     0.984     0.000
    2.353  -32.8160     0.000     0.984     0.000
    2.324  -32.8159     0.000     0.984     0.000
    2.294  -32.8158     0.000     0.983     0.000
    2.294  -32.8158     0.000     0.983     0.000
    2.274  -32.8158     0.000     0.983     0.000
    2.254  -32.8158     0.000     0.983     0.000
    2.234  -32.8158     0.000     0.983     0.000
    2.214  -32.8158     0.000     0.984     0.000
    2.194  -32.8158     0.000     0.984     0.000
    2.174  -32.8158     0.000     0.983     0.000
    2.154  -32.8158     0.000     0.983     0.000
    2.134  -32.8158     0.000     0.983     0.000
    2.114  -32.8157     0.000     0.983     0.000
    2.094  -32.8157     0.000     0.983     0.000
    2.073  -32.8157     0.000     0.984     0.000
    2.053  -32.8157     0.000     0.984     0.000
    2.033  -32.8157     0.000     0.984     0.000
    2.013  -32.8157     0.000     0.984     0.000
    1.993  -32.8157     0.000     0.984     0.000
    1.973  -32.8157     0.000     0.984     0.000
    1.953  -32.8157     0.000     0.984     0.000
    1.933  -32.8157     0.000     0.984     0.000
    1.913  -32.8157     0.000     0.984     0.000
    1.913  -32.8157     0.000     0.984     0.000
    1.871  -32.8158     0.000     0.984     0.000
    1.830  -32.8160     0.000     0.984     0.000
    1.788  -32.8164     0.000     0.983     0.000
    1.746  -32.8170     0.000     0.984     0.000
    1.704  -32.8177     0.000     0.984     0.000
    1.663  -32.8184     0.000     0.985     0.000
    1.621  -32.8193     0.000     0.983     0.000
    1.579  -32.8203     0.000     0.984     0.000
    1.538  -32.8212     0.000     0.983     0.000
    1.496  -32.8222     0.000     0.983     0.000
    1.454  -32.8231     0.000     0.983     0.000
    1.413  -32.8240     0.000     0.982     0.000
    1.371  -32.8248     0.000     0.983     0.000
    1.329  -32.8255     0.000     0.982     0.000
    1.287  -32.8260     0.000     0.983     0.000
    1.246  -32.8265     0.000     0.983     0.000
    1.204  -32.8381     0.000     0.983     0.000
    1.162  -32.8381     0.000     0.983     0.000
    1.121  -32.8336     0.000     0.984     0.000
    1.121  -32.8336     0.000     0.984     0.000
    1.091  -32.8355     0.000     0.983     0.000
    1.062  -32.8385     0.000     0.983     0.000
    1.032  -32.8350     0.000     0.983     0.000
    1.003  -32.8363     0.000     0.984     0.000
    0.973  -32.8373     0.000     0.983     0.000
    0.944  -32.8381     0.000     0.983     0.000
    0.914  -32.8389     0.000     0.983     0.000
    0.885  -32.8396     0.000     0.982     0.000
    0.855  -32.8404     0.000     0.982     0.000
    0.826  -32.8411     0.000     0.982     0.000
    0.796  -32.8418     0.000     0.982     0.000
    0.767  -32.8424     0.000     0.982     0.000
    0.737  -32.8430     0.000     0.982     0.000
    0.708  -32.8435     0.000     0.982     0.000
    0.678  -32.8439     0.000     0.981     0.000
    0.649  -32.8443     0.000     0.982     0.000
    0.619  -32.8445     0.000     0.982     0.000
    0.590  -32.8445     0.000     0.983     0.000
    0.560  -32.8445     0.000     0.984     0.000
    0.560  -32.8445     0.000     0.984     0.000
    0.531  -32.8388     0.000     0.983     0.000
    0.501  -32.8380     0.000     0.983     0.000
    0.472  -32.8219     0.000     0.983     0.000
    0.442  -32.8216     0.000     0.983     0.000
    0.413  -32.8212     0.000     0.983     0.000
    0.383  -32.8207     0.000     0.984     0.000
    0.354  -32.8202     0.000     0.984     0.000
    0.324  -32.8197     0.000     0.983     0.000
    0.295  -32.8191     0.000     0.984     0.000
    0.265  -32.8186     0.000     0.984     0.000
    0.236  -32.8181     0.000     0.983     0.000
    0.206  -32.8176     0.000     0.984     0.000
    0.177  -32.8171     0.000     0.984     0.000
    0.147  -32.8167     0.000     0.984     0.000
    0.118  -32.8163     0.000     0.984     0.000
    0.088  -32.8160     0.000     0.984     0.000
    0.059  -32.8158     0.000     0.984     0.000
    0.029  -32.8157     0.000     0.984     0.000
    0.000  -32.8157     0.000     0.984     0.000
 
# Band-Index:   23
    0.000  -32.6330     0.000     0.991     0.000
    0.029  -32.6338     0.000     0.991     0.000
    0.059  -32.6364     0.000     0.991     0.000
    0.088  -32.6406     0.000     0.991     0.000
    0.118  -32.6465     0.000     0.991     0.000
    0.147  -32.6540     0.000     0.991     0.000
    0.177  -32.6631     0.000     0.990     0.000
    0.206  -32.6736     0.000     0.991     0.000
    0.236  -32.6855     0.000     0.990     0.000
    0.265  -32.6988     0.000     0.989     0.000
    0.295  -32.7132     0.000     0.989     0.000
    0.324  -32.7288     0.000     0.988     0.000
    0.354  -32.7454     0.000     0.988     0.000
    0.383  -32.7628     0.000     0.988     0.000
    0.413  -32.7810     0.000     0.986     0.000
    0.442  -32.7997     0.000     0.986     0.000
    0.472  -32.8190     0.000     0.986     0.000
    0.501  -32.8221     0.000     0.983     0.000
    0.531  -32.8223     0.000     0.983     0.000
    0.560  -32.8223     0.000     0.983     0.000
    0.560  -32.8223     0.000     0.983     0.000
    0.590  -32.8223     0.000     0.984     0.000
    0.619  -32.8224     0.000     0.983     0.000
    0.649  -32.8226     0.000     0.984     0.000
    0.678  -32.8228     0.000     0.984     0.000
    0.708  -32.8231     0.000     0.983     0.000
    0.737  -32.8234     0.000     0.983     0.000
    0.767  -32.8237     0.000     0.983     0.000
    0.796  -32.8241     0.000     0.983     0.000
    0.826  -32.8245     0.000     0.983     0.000
    0.855  -32.8249     0.000     0.983     0.000
    0.885  -32.8253     0.000     0.983     0.000
    0.914  -32.8256     0.000     0.983     0.000
    0.944  -32.8260     0.000     0.982     0.000
    0.973  -32.8263     0.000     0.983     0.000
    1.003  -32.8266     0.000     0.983     0.000
    1.032  -32.8268     0.000     0.982     0.000
    1.062  -32.8328     0.000     0.984     0.000
    1.091  -32.8302     0.000     0.984     0.000
    1.121  -32.8289     0.000     0.984     0.000
    1.121  -32.8289     0.000     0.984     0.000
    1.162  -32.8315     0.000     0.983     0.000
    1.204  -32.8356     0.000     0.984     0.000
    1.246  -32.8242     0.000     0.985     0.000
    1.287  -32.8046     0.000     0.985     0.000
    1.329  -32.7854     0.000     0.986     0.000
    1.371  -32.7668     0.000     0.986     0.000
    1.413  -32.7489     0.000     0.988     0.000
    1.454  -32.7319     0.000     0.989     0.000
    1.496  -32.7159     0.000     0.988     0.000
    1.538  -32.7010     0.000     0.988     0.000
    1.579  -32.6873     0.000     0.990     0.000
    1.621  -32.6750     0.000     0.991     0.000
    1.663  -32.6641     0.000     0.991     0.000
    1.704  -32.6548     0.000     0.991     0.000
    1.746  -32.6470     0.000     0.991     0.000
    1.788  -32.6409     0.000     0.991     0.000
    1.830  -32.6365     0.000     0.991     0.000
    1.871  -32.6339     0.000     0.991     0.000
    1.913  -32.6330     0.000     0.991     0.000
    1.913  -32.6330     0.000     0.991     0.000
    1.933  -32.6330     0.000     0.990     0.000
    1.953  -32.6330     0.000     0.991     0.000
    1.973  -32.6330     0.000     0.991     0.000
    1.993  -32.6330     0.000     0.991     0.000
    2.013  -32.6330     0.000     0.991     0.000
    2.033  -32.6330     0.000     0.991     0.000
    2.053  -32.6330     0.000     0.991     0.000
    2.073  -32.6330     0.000     0.991     0.000
    2.094  -32.6330     0.000     0.990     0.000
    2.114  -32.6330     0.000     0.991     0.000
    2.134  -32.6330     0.000     0.991     0.000
    2.154  -32.6330     0.000     0.991     0.000
    2.174  -32.6330     0.000     0.991     0.000
    2.194  -32.6330     0.000     0.991     0.000
    2.214  -32.6330     0.000     0.991     0.000
    2.234  -32.6330     0.000     0.991     0.000
    2.254  -32.6330     0.000     0.991     0.000
    2.274  -32.6330     0.000     0.991     0.000
    2.294  -32.6330     0.000     0.991     0.000
    2.294  -32.6330     0.000     0.990     0.000
    2.324  -32.6338     0.000     0.991     0.000
    2.353  -32.6364     0.000     0.991     0.000
    2.383  -32.6407     0.000     0.991     0.000
    2.412  -32.6465     0.000     0.991     0.000
    2.442  -32.6540     0.000     0.991     0.000
    2.471  -32.6631     0.000     0.990     0.000
    2.501  -32.6736     0.000     0.991     0.000
    2.530  -32.6855     0.000     0.990     0.000
    2.560  -32.6988     0.000     0.989     0.000
    2.589  -32.7132     0.000     0.989     0.000
    2.619  -32.7288     0.000     0.988     0.000
    2.648  -32.7454     0.000     0.988     0.000
    2.678  -32.7628     0.000     0.988     0.000
    2.707  -32.7810     0.000     0.986     0.000
    2.737  -32.7997     0.000     0.986     0.000
    2.766  -32.8189     0.000     0.985     0.000
    2.796  -32.8223     0.000     0.982     0.000
    2.825  -32.8224     0.000     0.983     0.000
    2.854  -32.8225     0.000     0.983     0.000
    2.854  -32.8225     0.000     0.983     0.000
    2.884  -32.8225     0.000     0.983     0.000
    2.913  -32.8226     0.000     0.983     0.000
    2.943  -32.8228     0.000     0.984     0.000
    2.972  -32.8230     0.000     0.984     0.000
